Title,Popularity,Type,Mid,2016-05-01,2016-05-08,2016-05-15,2016-05-22,2016-05-29,2016-06-05,2016-06-12,2016-06-19,2016-06-26,2016-07-03,2016-07-10,2016-07-17,2016-07-24,2016-07-31,2016-08-07,2016-08-14,2016-08-21,2016-08-28,Average Search Popularity
Metal Gear Solid V: The Phantom Pain,60,Video game,/m/0lqgcgj,0.1,0.12345679,0.135135135,0.192982456,0.236363636,0.2,0.244444444,0.238095238,0.238095238,0.3,0.282051282,0.263157895,0.297297297,0.275,0.217391304,0.222222222,0.208333333,0.203703704,0.220984999
MLB The Show 16,63,Video game,/g/11bx5q1y3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeus: Master of Olympus,61,Video game,/m/07b2x3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spyro the Dragon,62,Video game,/m/04w3f9,0,0,0,0,0,0,0.022222222,0.023809524,0,0,0,0,0,0,0,0,0,0,0.002557319
Earthlock: Festival Of Magic,69,Video game,/m/0_ylq81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0.037037037,0.003215021
Killing Floor 2,60,Video game,/m/010hs1gh,0,0.012345679,0,0,0.018181818,0.02,0.044444444,0.023809524,0.023809524,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.019716002
Rock Band 4,60,Video game,/m/012zchtg,0.01,0.012345679,0.013513514,0.01754386,0.036363636,0.02,0.044444444,0.023809524,0.023809524,0.025,0.025641026,0.052631579,0.054054054,0.025,0.02173913,0.044444444,0.020833333,0.018518519,0.027205126
CrossFire,58,Online game,/m/04lh058,0.02,0.024691358,0.027027027,0.035087719,0.036363636,0.04,0.044444444,0.071428571,0.071428571,0.075,0.051282051,0.052631579,0.054054054,0.05,0.043478261,0.044444444,0.041666667,0.037037037,0.04555919
Company of Heroes 2,61,Video game,/m/0ll3963,0.01,0.024691358,0.027027027,0.035087719,0.036363636,0.04,0.044444444,0.047619048,0.047619048,0.05,0.025641026,0.026315789,0.054054054,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.032065353
DragonBall Z: Dokkan Battle,61,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruin of the Reckless,61,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StepMania,56,Video Game Engine,/m/0299zk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iRacing.com,56,Video game,/m/0kymvxn,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.020762399
The Jackbox Party Pack 2,56,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadly Premonition: The Director's Cut,52,Video game,/m/03c3c3q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Theft Auto: San Andreas,53,Video game,/m/02hk9c,0.845360825,1.037974684,1.138888889,1.553571429,1.685185185,1.836734694,2.068181818,2.414634146,2.43902439,2.564102564,2.526315789,2.594594595,2.694444444,2.358974359,1.977777778,2.022727273,1.829787234,1.634615385,1.956827527
Grand Theft Auto IV,55,Video game,/m/0722qs,0.27,0.308641975,0.364864865,0.473684211,0.527272727,0.56,0.644444444,0.714285714,0.785714286,0.8,0.820512821,0.842105263,0.837837838,0.75,0.652173913,0.644444444,0.5625,0.5,0.614360139
Vindictus,53,Video game,/m/05p42kf,0.01,0.024691358,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.05,0.051282051,0.052631579,0.054054054,0.05,0.043478261,0.022222222,0.020833333,0.018518519,0.029821769
The Legend of Zelda: The Wind Waker HD,55,Video game,/m/0wklz_m,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.044444444,0.047619048,0.047619048,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.02464247
Nekopara Vol.1,52,Video game,/m/0134q9gk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halo: The Master Chief Collection,53,Video Game Compilation,/m/010xfc7q,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.020762399
Tales of Berseria,51,Video game,/m/013cj53s,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0.025,0.02173913,0.044444444,0.020833333,0.018518519,0.008640857
Spyro 2: Ripto's Rage,57,Video game,/m/06q6k9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gothic II: Night of the Raven,54,Video game expansion,/m/03why3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dungeon Fighter Online,51,Video game,/m/0cntwb,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.025,0.025641026,0.026315789,0.027027027,0.025,0.043478261,0.044444444,0.041666667,0.037037037,0.025390911
Forza Horizon,55,Video game,/m/0j674jh,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.088888889,0.047619048,0.047619048,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.044444444,0.0625,0.074074074,0.033747408
Layers of Fear,54,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0.001388889
Plants vs. Zombies: Garden Warfare 2,55,Video game,/g/11c3k4s7s0,0.02,0.012345679,0.027027027,0.035087719,0.036363636,0.02,0.044444444,0.023809524,0.047619048,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.026610785
Hatsune Miku: Project Diva X,61,Video game,/g/11b8_8qd8w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbound,48,Video game,/m/0j44j8m,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.05,0.051282051,0.131578947,0.405405405,0.25,0.152173913,0.133333333,0.083333333,0.055555556,0.081893816
Final Fantasy IX,49,Video game,/m/0dv_t,0.09,0.086419753,0.094594595,0.105263158,0.109090909,0.1,0.111111111,0.119047619,0.119047619,0.125,0.102564103,0.105263158,0.108108108,0.1,0.086956522,0.088888889,0.083333333,0.074074074,0.100486831
EverQuest,47,Online game,/m/02sw6,0.02,0.024691358,0.027027027,0.052631579,0.054545455,0.04,0.044444444,0.047619048,0.047619048,0.05,0.051282051,0.052631579,0.054054054,0.05,0.043478261,0.044444444,0.041666667,0.037037037,0.043509558
Dying Light,46,Video game,/m/0vpvzzc,0.04,0.049382716,0.040540541,0.052631579,0.072727273,0.06,0.088888889,0.095238095,0.095238095,0.1,0.076923077,0.078947368,0.081081081,0.075,0.065217391,0.066666667,0.0625,0.055555556,0.069807685
Final Fantasy,48,Video game series,/m/02ywx,0.09,0.111111111,0.148648649,0.175438596,0.145454545,0.2,0.244444444,0.238095238,0.238095238,0.325,0.307692308,0.289473684,0.324324324,0.275,0.217391304,0.288888889,0.25,0.259259259,0.229350977
Call of Cthulhu: Dark Corners of the Earth,46,Video game,/m/07rwln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy II,49,Video game,/m/0dvyf,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.020762399
Guitar Hero III: Legends of Rock,49,Musical Game,/m/025vn5m,0.02,0.024691358,0.027027027,0.035087719,0.036363636,0.04,0.044444444,0.047619048,0.047619048,0.05,0.051282051,0.052631579,0.054054054,0.05,0.043478261,0.044444444,0.041666667,0.037037037,0.041524799
Streets of Rage 3,46,Console game,/m/0603ck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spelunky,46,Video game,/m/05fc6g7,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0.025,0.02173913,0,0,0,0.00409812
Dragon Age: Origins,44,Video game,/m/03zfbx,0.03,0.037037037,0.040540541,0.070175439,0.072727273,0.08,0.088888889,0.095238095,0.119047619,0.125,0.102564103,0.105263158,0.108108108,0.1,0.065217391,0.066666667,0.083333333,0.092592593,0.082355569
Life is Feudal: Your Own,45,Video game,/g/11c3k6sfk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario RPG: Legend of the Seven Stars,47,Console game,/m/0m5d7,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.05,0.051282051,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.02357579
The Legend of Zelda,44,Video game series,/m/07d5v,0.24,0.283950617,0.310810811,0.385964912,0.436363636,0.46,1.555555556,1,0.833333333,0.775,0.769230769,0.763157895,0.72972973,0.675,0.543478261,0.577777778,0.5625,0.481481481,0.632407488
Metroid Prime,44,Video game,/m/01qswv,0,0,0.013513514,0.01754386,0.018181818,0,0.022222222,0.023809524,0.023809524,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.018409862
Jet Grind Radio,50,Arcade game,/m/042b0_,0,0.012345679,0,0,0,0,0,0.023809524,0.023809524,0.025,0,0,0,0,0,0,0,0,0.004720263
Persona 4 Golden,43,Video game,/m/03y0898,0.02,0.024691358,0.027027027,0.01754386,0.036363636,0.04,0.044444444,0.047619048,0.047619048,0.05,0.025641026,0.052631579,0.027027027,0.025,0.02173913,0.044444444,0.041666667,0.037037037,0.035027518
Prime World,44,Online game,/m/0km36nr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planet Coaster,43,Video game,/m/01311mqr,0.01,0.012345679,0,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.025,0,0,0.027027027,0,0,0,0.020833333,0.018518519,0.013293973
Eternal,43,,,0.03,0.061728395,0.067567568,0.140350877,0.090909091,0.12,0.111111111,0.119047619,0.095238095,0.1,0.102564103,0.105263158,0.108108108,0.1,0.065217391,0.088888889,0.083333333,0.074074074,0.092411212
Wild Arms,42,Video game,/m/04r99z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0.001028807
Warface,20,Online game,/m/0gmf1d0,0.06,0.074074074,0.081081081,0.105263158,0.109090909,0.14,0.133333333,0.119047619,0.142857143,0.15,0.153846154,0.157894737,0.162162162,0.125,0.130434783,0.111111111,0.104166667,0.092592593,0.119553085
Town of Salem,55,Online game,/m/0134jwj_,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.020762399
Touhou,46,Video game series,/m/068h9f,0.02,0.024691358,0.027027027,0.035087719,0.036363636,0.04,0.044444444,0.047619048,0.047619048,0.05,0.051282051,0.052631579,0.054054054,0.05,0.043478261,0.044444444,0.041666667,0.037037037,0.041524799
Duelyst,43,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0.018518519,0.002186214
Assassin's Creed Syndicate,52,Video game,/m/012dwl9b,0.02,0.024691358,0.027027027,0.035087719,0.054545455,0.06,0.066666667,0.071428571,0.047619048,0.075,0.051282051,0.078947368,0.054054054,0.075,0.043478261,0.044444444,0.041666667,0.037037037,0.050443096
XCOM 2,44,Video game,/m/013b3s8x,0.02,0.024691358,0.040540541,0.035087719,0.036363636,0.06,0.044444444,0.071428571,0.071428571,0.1,0.076923077,0.052631579,0.054054054,0.05,0.043478261,0.044444444,0.041666667,0.037037037,0.050234442
Zero Time Dilemma,45,Video game,/g/1z3t2prkd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Zelda: Link's Awakening,43,Video game,/m/01zzcv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Zelda: A Link to the Past,41,Video game,/m/01635d,0.02,0.024691358,0.027027027,0.035087719,0.036363636,0.04,0.066666667,0.071428571,0.047619048,0.05,0.051282051,0.052631579,0.081081081,0.05,0.043478261,0.044444444,0.041666667,0.037037037,0.045583619
Assetto Corsa,40,Video game,/m/0s8v30s,0.01,0,0,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0.020833333,0.018518519,0.004203758
Paladins,42,Video game,/g/11cknyxq0h,0.02,0.024691358,0.027027027,0.01754386,0.036363636,0.04,0.044444444,0.047619048,0.047619048,0.05,0.051282051,0.052631579,0.054054054,0.05,0.043478261,0.044444444,0.041666667,0.037037037,0.04055014
Batman: Arkham Asylum,34,Video game,/m/04gqlmf,0.02,0.012345679,0.027027027,0.035087719,0.036363636,0.04,0.044444444,0.047619048,0.047619048,0.05,0.051282051,0.052631579,0.054054054,0.05,0.065217391,0.066666667,0.0625,0.037037037,0.044438632
PlanetSide 2,39,Online game,/m/0gyv1hg,0.03,0.024691358,0.040540541,0.035087719,0.036363636,0.04,0.044444444,0.047619048,0.047619048,0.075,0.051282051,0.052631579,0.054054054,0.05,0.043478261,0.044444444,0.041666667,0.037037037,0.044219994
Europa Universalis IV,38,Video game,/m/0kvfqjw,0.03,0.037037037,0.040540541,0.052631579,0.036363636,0.06,0.044444444,0.071428571,0.071428571,0.075,0.051282051,0.052631579,0.081081081,0.05,0.043478261,0.044444444,0.0625,0.055555556,0.053324853
Trials Fusion,36,Video game,/m/011bbf92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of Duty: Advanced Warfare,40,Video game,/m/010gp6bl,0.09,0.086419753,0.094594595,0.105263158,0.109090909,0.12,0.133333333,0.142857143,0.166666667,0.15,0.153846154,0.157894737,0.162162162,0.125,0.130434783,0.133333333,0.125,0.092592593,0.12658274
Final Fantasy: Brave Exvius,38,Mobile game,/m/012bxhl3,0.04,0.037037037,0.040540541,0.052631579,0.054545455,0.06,0.066666667,0.071428571,0.142857143,0.375,0.307692308,0.263157895,0.243243243,0.25,0.152173913,0.155555556,0.166666667,0.166666667,0.146992402
Jazz Jackrabbit,42,Console game,/m/06xy9z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mass Effect,39,Video game series,/m/064ltt5,0.09,0.111111111,0.121621622,0.157894737,0.163636364,0.18,0.311111111,0.285714286,0.285714286,0.275,0.256410256,0.263157895,0.27027027,0.25,0.217391304,0.244444444,0.208333333,0.185185185,0.215388678
Batman: Arkham Knight,47,Video game,/m/0_x60r0,0.04,0.037037037,0.054054054,0.070175439,0.072727273,0.08,0.066666667,0.095238095,0.095238095,0.125,0.128205128,0.105263158,0.135135135,0.125,0.108695652,0.111111111,0.104166667,0.074074074,0.090432644
Livelock,40,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0.001028807
Atlas Reactor,36,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suikoden,36,Video game series,/m/02grnd,0,0,0,0,0.018181818,0.02,0,0,0.023809524,0.025,0.025641026,0.026315789,0,0,0,0,0,0.018518519,0.008748149
The Elder Scrolls IV: Oblivion,39,Video game,/m/040_98,0.06,0.074074074,0.094594595,0.105263158,0.127272727,0.16,0.2,0.214285714,0.214285714,0.25,0.230769231,0.210526316,0.189189189,0.2,0.173913043,0.155555556,0.145833333,0.111111111,0.162037431
Demon's Souls,40,Video game,/m/04_0hj4,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0,0,0.026315789,0,0.025,0.02173913,0.022222222,0,0,0.014261293
Heroes & Generals,40,Video game,/m/0hgp_5n,0.02,0.012345679,0.027027027,0.035087719,0.036363636,0.04,0.044444444,0.047619048,0.023809524,0.025,0.051282051,0.026315789,0.027027027,0.025,0.02173913,0.044444444,0.041666667,0.037037037,0.032567179
SOMA,38,Video game,/m/0y6cg_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonic the Hedgehog,38,Video game series,/m/08b26_,0.03,0.037037037,0.054054054,0.052631579,0.054545455,0.06,0.066666667,0.095238095,0.071428571,0.075,0.076923077,0.105263158,0.108108108,0.075,0.065217391,0.066666667,0.0625,0.055555556,0.06732419
Dragon Quest V: Hand of the Heavenly Bride,34,Video game,/m/05d26z,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.020762399
Mass Effect 2,36,Video game,/m/03whsdg,0.03,0.024691358,0.040540541,0.052631579,0.054545455,0.06,0.066666667,0.071428571,0.095238095,0.075,0.076923077,0.078947368,0.081081081,0.075,0.065217391,0.088888889,0.083333333,0.055555556,0.065316053
Resident Evil 6,35,Video game,/m/0h_cyr5,0.05,0.061728395,0.067567568,0.087719298,0.090909091,0.1,0.177777778,0.142857143,0.166666667,0.175,0.153846154,0.131578947,0.135135135,0.125,0.108695652,0.111111111,0.104166667,0.092592593,0.115686233
Clash of Clans,41,Mobile game,/m/0vpk6by,0.24,0.271604938,0.324324324,0.526315789,0.472727273,0.48,0.533333333,0.571428571,0.547619048,0.55,0.564102564,0.605263158,0.567567568,0.55,0.47826087,0.466666667,0.4375,0.388888889,0.476422388
Crypt of the NecroDancer,37,Video game,/m/0_851vj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battlefield Hardline,32,Video game,/m/010pnpg3,0.05,0.061728395,0.054054054,0.070175439,0.072727273,0.06,0.2,0.166666667,0.095238095,0.1,0.102564103,0.078947368,0.081081081,0.075,0.065217391,0.111111111,0.083333333,0.074074074,0.088995466
NES Remix 2,32,Video game,/g/1q54w7qkq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forza Horizon 2,30,Video game,/m/010rcmlt,0.01,0.012345679,0.013513514,0.01754386,0.036363636,0.02,0.044444444,0.047619048,0.047619048,0.05,0.051282051,0.026315789,0.054054054,0.05,0.02173913,0.022222222,0.041666667,0.037037037,0.033542566
Batman: The Video Game,36,Video game,/m/04grpjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy XIV Online: A Realm Reborn,34,Online game,/m/0pctvvy,0,0,0,0,0.018181818,0.02,0,0.023809524,0.023809524,0.025,0,0,0,0,0,0,0.020833333,0,0.007313011
Pokémon HeartGold/SoulSilver,33,Video game,/m/076wqf3,0.08,0.111111111,0.135135135,0.157894737,0.163636364,0.18,0.2,0.238095238,0.214285714,0.275,0.512820513,0.763157895,0.864864865,0.775,0.608695652,0.555555556,0.4375,0.351851852,0.368033591
Awesomenauts,37,Online game,/m/0jwxt42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinball,30,Video game,/m/06n_l7,0,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0.001779557
Entropia Universe,35,Online game,/m/04pmzm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRID 2,36,Video game,/m/0kvkp9f,0.02,0.012345679,0.013513514,0.01754386,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.004633503
Darkest Dungeon,38,Video game,/m/0_s3h_p,0.01,0.012345679,0.027027027,0.052631579,0.036363636,0.02,0.022222222,0.071428571,0.071428571,0.075,0.051282051,0.052631579,0.054054054,0.05,0.043478261,0.044444444,0.041666667,0.037037037,0.042946743
Kingdom Hearts HD II.5 Remix,30,Video Game Compilation,/m/0y7t9l5,0,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0,0.023809524,0.025,0,0,0,0,0,0,0,0,0.008478701
Rivals of Aether,34,Video game,/g/11ckr5r1ty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Zelda: Twilight Princess,36,Video game,/m/05gg9s,0.06,0.061728395,0.067567568,0.087719298,0.072727273,0.1,0.155555556,0.166666667,0.142857143,0.15,0.128205128,0.105263158,0.135135135,0.1,0.086956522,0.088888889,0.083333333,0.074074074,0.103704341
Animal Crossing: New Leaf,34,Video game,/m/0cc828h,0.08,0.086419753,0.108108108,0.157894737,0.163636364,0.16,0.2,0.238095238,0.238095238,0.225,0.230769231,0.263157895,0.27027027,0.275,0.217391304,0.2,0.208333333,0.185185185,0.194853148
Blood Bowl 2,34,Video game,/m/013f921h,0.01,0.012345679,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001992177
Football Manager 2016,34,Video game,/g/11ckqmrjm6,0.04,0.037037037,0.040540541,0.070175439,0.054545455,0.08,0.088888889,0.095238095,0.095238095,0.1,0.102564103,0.078947368,0.081081081,0.075,0.065217391,0.066666667,0.0625,0.055555556,0.071621984
God Eater Resurrection,26,Video game,/g/11b8_62qs5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APB Reloaded,32,Video Game Version,/m/0d9c_m,0.01,0,0,0,0.036363636,0.02,0.022222222,0.023809524,0,0,0,0,0,0,0,0.022222222,0,0,0.007478756
Metal Slug 3,30,Video game,/m/08pw51,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.02,0.022222222,0.023809524,0.023809524,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.020762399
Dragon Age: Inquisition,31,Video game,/m/0h5560h,0.12,0.135802469,0.162162162,0.210526316,0.218181818,0.24,0.333333333,0.357142857,0.333333333,0.35,0.358974359,0.315789474,0.324324324,0.325,0.239130435,0.266666667,0.270833333,0.222222222,0.265745728
Guilty Gear Xrd -Revelator-,29,Video game,/m/0vpvtj1,0.01,0.012345679,0.013513514,0.01754386,0.018181818,0.06,0.044444444,0.047619048,0.023809524,0.025,0.025641026,0.078947368,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.028465917
Mega Man X,31,Video game,/m/06mjkr,0.01,0.024691358,0.013513514,0.035087719,0.036363636,0.04,0.044444444,0.047619048,0.047619048,0.05,0.051282051,0.026315789,0.054054054,0.025,0.043478261,0.044444444,0.020833333,0.018518519,0.035181401
Worms Reloaded,29,Online game,/m/0bmhh8x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Walking Dead,28,Video game,/m/0gh79jj,0.01,0.012345679,0.013513514,0.01754386,0,0.02,0.022222222,0.023809524,0.023809524,0.025,0.025641026,0,0.027027027,0.025,0.02173913,0.022222222,0.020833333,0.018518519,0.01829031
Call of Duty: Modern Warfare 3,24,Video game,/m/0gff_kj,0.06,0.074074074,0.081081081,0.105263158,0.109090909,0.12,0.133333333,0.142857143,0.142857143,0.15,0.128205128,0.157894737,0.162162162,0.125,0.130434783,0.133333333,0.104166667,0.092592593,0.119574791
Senran Kagura: Shinovi Versus,29,Video game series,/m/0kftknm,0.02,0.024691358,0.027027027,0.035087719,0.054545455,0.06,0.088888889,0.071428571,0.047619048,0.05,0.051282051,0.052631579,0.027027027,0.05,0.02173913,0.044444444,0.020833333,0.018518519,0.042542453
Forza Motorsport 6,32,Video game,/m/012n8vvj,0.06,0.049382716,0.054054054,0.052631579,0.054545455,0.06,0.066666667,0.071428571,0.071428571,0.05,0.076923077,0.052631579,0.054054054,0.075,0.043478261,0.044444444,0.0625,0.055555556,0.05859581
SUPERFIGHT,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drawful 2,30,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomb Raider: The Last Revelation,32,Video game,/m/06q6nh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirby Air Ride,27,Video game,/m/03dsxh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallout: New Vegas,28,Video game,/m/05z_9ch,0.09,0.111111111,0.135135135,0.192982456,0.2,0.24,0.244444444,0.285714286,0.30952381,0.35,0.282051282,0.289473684,0.297297297,0.3,0.239130435,0.244444444,0.208333333,0.185185185,0.233601495
DreadOut,24,Video game,/m/0pk_ptx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persona 4: Arena Ultimax,30,Video game,/m/010gqg2j,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nioh,28,Video game,/m/05zljkm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Zelda: Majora's Mask,27,Video game,/m/016367,0.02,0.024691358,0.027027027,0.035087719,0.036363636,0.04,0.066666667,0.071428571,0.047619048,0.075,0.051282051,0.052631579,0.054054054,0.05,0.043478261,0.044444444,0.041666667,0.037037037,0.045471007
Guild Wars,33,Video game series,/m/03czhy,0.02,0.024691358,0.027027027,0.035087719,0.036363636,0.04,0.044444444,0.047619048,0.047619048,0.05,0.051282051,0.052631579,0.054054054,0.05,0.043478261,0.044444444,0.0625,0.037037037,0.042682206
Bullet Girls,25,Video game,/m/010qtbzq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWE SuperCard,30,Video game,/m/0120xfgb,0.01,0.024691358,0.027027027,0.035087719,0.036363636,0.02,0.044444444,0.047619048,0.047619048,0.025,0.025641026,0.026315789,0.027027027,0.025,0.02173913,0.044444444,0.041666667,0.018518519,0.030455827
BlazBlue: Chrono Phantasma Extend,27,Arcade game,/m/0knqw75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Piece Treasure Cruise,26,Video game,/g/11bw53c2r_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomba! 2: The Evil Swine Return,27,Video game,/m/07q4py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy VIII,28,Video game,/m/0dv_b,0.04,0.049382716,0.054054054,0.052631579,0.072727273,0.08,0.088888889,0.095238095,0.095238095,0.1,0.102564103,0.105263158,0.081081081,0.1,0.086956522,0.066666667,0.083333333,0.055555556,0.078310062
Pokémon Yellow: Special Pikachu Edition,27,Video game,/m/027t26,0.03,0.037037037,0.054054054,0.052631579,0.072727273,0.06,0.066666667,0.095238095,0.095238095,0.1,0.333333333,0.5,0.459459459,0.425,0.304347826,0.266666667,0.1875,0.12962963,0.18164054
Alliance of Valiant Arms,31,Online game,/m/03npkv0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XCOM: Enemy Within,25,Video game expansion,/m/0ywxv86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crash Bandicoot 2: Cortex Strikes Back,26,Video game,/m/04rgpk,0,0.012345679,0.013513514,0.01754386,0,0,0.022222222,0.023809524,0.023809524,0,0,0.026315789,0.027027027,0.025,0.02173913,0,0.020833333,0,0.013008867
The Elder Scrolls III: Morrowind,22,Video game,/m/039n4_,0.02,0.024691358,0.027027027,0.035087719,0.036363636,0.04,0.066666667,0.071428571,0.071428571,0.075,0.076923077,0.052631579,0.054054054,0.075,0.065217391,0.066666667,0.041666667,0.037037037,0.052049446
Pokémon Platinum,23,Video game,/m/043n0_3,0.09,0.111111111,0.121621622,0.157894737,0.181818182,0.22,0.2,0.238095238,0.238095238,0.3,0.487179487,0.631578947,0.675675676,0.625,0.52173913,0.511111111,0.395833333,0.351851852,0.336589204
